Cliente,Contrato,Tipo de Crédito,Montante a Recuperar
Cliente0021,Contrato1560,Outro Crédito,"1,975.24"
Cliente0021,Contrato1561,Outro Crédito,"3,907.42"
Cliente0021,Contrato1562,Outro Crédito,"2,376.76"
Cliente0021,Contrato1563,Outro Crédito,"1,332.87"
Cliente0021,Contrato1564,Outro Crédito,887.86
Cliente0021,Contrato1565,Outro Crédito,"2,444.11"
Cliente0021,Contrato1566,Outro Crédito,"1,478.94"
Cliente0021,Contrato1567,Outro Crédito,"1,308.48"
Cliente0021,Contrato1568,Outro Crédito,"2,495.06"
Cliente0021,Contrato1569,Outro Crédito,"1,773.97"
Cliente0021,Contrato1570,Outro Crédito,"6,480.46"
Cliente0021,Contrato1572,Outro Crédito,"29,195.56"
Cliente0021,Contrato1573,Outro Crédito,"2,145.82"
Cliente0021,Contrato1574,Outro Crédito,294.29
Cliente0021,Contrato1575,Outro Crédito,"2,269.53"
Cliente0021,Contrato1738,Outro Crédito,611.27
Cliente0021,Contrato1739,Outro Crédito,"1,612.80"
Cliente0021,Contrato1740,Outro Crédito,553.67
Cliente0022,Contrato2194,Crédito Cartões,"2,500.27"
Cliente0023,Contrato0429,Outro Crédito,696.32
Cliente0023,Contrato2289,Crédito Cartões,"1,583.62"
Cliente0023,Contrato2339,Crédito Cartões,591.52
Cliente0024,Contrato1507,Outro Crédito,"1,073.55"
Cliente0024,Contrato2426,Crédito Cartões,278.44
Cliente0025,Contrato0350,Outro Crédito,"5,969.04"
Cliente0026,Contrato2233,Crédito Cartões,"1,796.82"
Cliente0027,Contrato2178,Crédito Cartões,"5,251.65"
Cliente0028,Contrato1585,Outro Crédito,236.93
Cliente0028,Contrato1588,Outro Crédito,236.93
Cliente0028,Contrato1589,Outro Crédito,"8,230.17"
Cliente0028,Contrato1592,Outro Crédito,244.28
Cliente0028,Contrato1616,Outro Crédito,"1,246.99"
Cliente0028,Contrato1750,Outro Crédito,"8,479.56"
Cliente0029,Contrato1762,Crédito Individual,"9,604.44"
Cliente0030,Contrato1706,Outro Crédito,"10,727.76"
Cliente0031,Contrato1529,Outro Crédito,"50,000.00"
Cliente0031,Contrato1695,Outro Crédito,"28,311.27"
Cliente0032,Contrato0548,Outro Crédito,384.36
Cliente0033,Contrato3145,Crédito Individual,"17,594.47"
Cliente0034,Contrato1511,Outro Crédito,"1,359.79"
Cliente0034,Contrato2319,Crédito Cartões,"1,007.36"
Cliente0034,Contrato2704,Crédito Individual,"11,196.14"
Cliente0035,Contrato1627,Outro Crédito,"37,238.95"
Cliente0036,Contrato0129,Outro Crédito,27.51
Cliente0037,Contrato1440,Outro Crédito,"1,297.17"
Cliente0037,Contrato2191,Crédito Cartões,"1,596.91"
Cliente0037,Contrato3064,Crédito Individual,"37,307.30"
Cliente0038,Contrato1434,Outro Crédito,98.37
Cliente0038,Contrato1759,Crédito Individual,"15,337.13"
Cliente0039,Contrato1487,Outro Crédito,"22,445.91"
Cliente0040,Contrato1658,Outro Crédito,73.52
Cliente0040,Contrato1659,Outro Crédito,802.44
Cliente0040,Contrato1660,Outro Crédito,"2,434.13"
Cliente0040,Contrato1661,Outro Crédito,"1,416.19"
Cliente0040,Contrato1662,Outro Crédito,772.33
Cliente0040,Contrato1663,Outro Crédito,947.97
Cliente0040,Contrato1664,Outro Crédito,812.54
Cliente0040,Contrato1665,Outro Crédito,514.76
Cliente0040,Contrato1666,Outro Crédito,656.98
Cliente0040,Contrato1667,Outro Crédito,46.04
Cliente0040,Contrato1668,Outro Crédito,46.04
Cliente0040,Contrato1669,Outro Crédito,"1,290.85"
Cliente0040,Contrato1670,Outro Crédito,73.52
Cliente0040,Contrato1671,Outro Crédito,746.46
Cliente0040,Contrato1672,Outro Crédito,267.11
Cliente0040,Contrato1673,Outro Crédito,32.26
Cliente0040,Contrato1674,Outro Crédito,32.26
Cliente0040,Contrato1675,Outro Crédito,32.26
Cliente0040,Contrato1676,Outro Crédito,53.93
Cliente0040,Contrato1677,Outro Crédito,845.31
Cliente0040,Contrato1679,Outro Crédito,32.26
Cliente0040,Contrato1680,Outro Crédito,42.15
Cliente0040,Contrato1681,Outro Crédito,46.04
Cliente0040,Contrato1682,Outro Crédito,73.52
Cliente0040,Contrato1683,Outro Crédito,400.43
Cliente0040,Contrato1684,Outro Crédito,46.04
Cliente0040,Contrato1685,Outro Crédito,73.52
Cliente0040,Contrato1688,Outro Crédito,46.04
Cliente0040,Contrato1689,Outro Crédito,32.26
Cliente0040,Contrato1692,Outro Crédito,42.15
Cliente0040,Contrato1693,Outro Crédito,73.52
Cliente0040,Contrato1694,Outro Crédito,11.27
Cliente0040,Contrato1701,Outro Crédito,73.52
Cliente0041,Contrato0267,Outro Crédito,31.13
Cliente0041,Contrato1983,Crédito Habitação,"1,336.08"
Cliente0042,Contrato1577,Outro Crédito,589.92
Cliente0043,Contrato2177,Crédito Cartões,"6,649.29"
Cliente0044,Contrato2398,Crédito Cartões,166.12
Cliente0045,Contrato1780,Crédito Habitação,"9,945.42"
Cliente0046,Contrato2182,Crédito Cartões,"1,043.28"
Cliente0047,Contrato1411,Outro Crédito,322.72
Cliente0047,Contrato2030,Crédito Habitação,"56,627.72"
Cliente0048,Contrato1645,Outro Crédito,"22,445.91"
Cliente0049,Contrato3208,Crédito Individual,"3,880.23"
Cliente0050,Contrato1698,Outro Crédito,"15,173.87"
Cliente0050,Contrato1698,Outro Crédito,164.59
Cliente0050,Contrato1698,Outro Crédito,778.12
Cliente0051,Contrato2180,Crédito Cartões,"1,106.65"
Cliente0052,Contrato1498,Outro Crédito,119.26
Cliente0052,Contrato3024,Crédito Individual,"40,394.54"
Cliente0053,Contrato1417,Outro Crédito,275.49
Cliente0053,Contrato3027,Crédito Individual,"23,113.47"
Cliente0054,Contrato1432,Outro Crédito,9.98
Cliente0055,Contrato1757,Crédito Individual,"3,285.54"
Cliente0056,Contrato1753,Crédito Individual,"15,974.54"
Cliente0057,Contrato1442,Outro Crédito,565.16
Cliente0057,Contrato1444,Outro Crédito,"7,240.29"
Cliente0057,Contrato2204,Crédito Cartões,"11,085.52"
Cliente0058,Contrato1430,Outro Crédito,214.45
Cliente0059,Contrato0481,Outro Crédito,"69,309.03"
Cliente0060,Contrato1540,Crédito Individual,"1,841.25"
Cliente0061,Contrato0608,Outro Crédito,27.51
Cliente0061,Contrato2719,Crédito Individual,"4,492.10"
Cliente0062,Contrato0027,Outro Crédito,89.94
Cliente0063,Contrato1166,Outro Crédito,31.19
Cliente0064,Contrato1059,Outro Crédito,331.60
Cliente0065,Contrato0313,Outro Crédito,299.28
Cliente0066,Contrato1435,Outro Crédito,35.09
Cliente0067,Contrato0006,Outro Crédito,191.21
Cliente0067,Contrato3011,Outro Crédito,"54,381.81"
Cliente0068,Contrato1489,Outro Crédito,248.78
Cliente0069,Contrato2025,Crédito Individual,"9,138.46"
Cliente0070,Contrato0795,Outro Crédito,"2,961.81"
Cliente0070,Contrato0796,Outro Crédito,"23,214.83"
Cliente0070,Contrato1437,Outro Crédito,39.70
Cliente0070,Contrato2162,Outro Crédito,"12,727.58"
Cliente0070,Contrato2442,Crédito Cartões,"1,454.30"
Cliente0070,Contrato2940,Crédito Individual,"5,535.88"
Cliente0070,Contrato2968,Crédito Habitação,"9,918.94"
Cliente0070,Contrato3114,Crédito Individual,"52,909.08"
Cliente0070,Contrato3115,Crédito Individual,"3,761.73"
Cliente0071,Contrato1494,Outro Crédito,"8,695.73"
Cliente0071,Contrato1769,Crédito Individual,"15,432.72"
Cliente0072,Contrato2549,Crédito Cartões,973.02
Cliente0073,Contrato1551,Crédito Habitação,"19,205.66"
Cliente0074,Contrato1510,Outro Crédito,99.99
Cliente0075,Contrato1763,Outro Crédito,"16,059.84"
Cliente0075,Contrato2062,Outro Crédito,"6,848.64"
Cliente0075,Contrato2093,Outro Crédito,"13,053.27"
Cliente0076,Contrato1426,Outro Crédito,"1,375.03"
Cliente0076,Contrato2721,Crédito Individual,"9,283.28"
Cliente0076,Contrato2764,Crédito Individual,"12,050.89"
Cliente0077,Contrato1512,Outro Crédito,19.04
Cliente0077,Contrato3189,Crédito Individual,"2,070.67"
Cliente0078,Contrato2938,Crédito Individual,384.74
Cliente0078,Contrato3173,Crédito Individual,59.77
Cliente0079,Contrato1758,Outro Crédito,366.38
Cliente0079,Contrato1760,Crédito Individual,"33,039.28"
Cliente0079,Contrato1894,Outro Crédito,"124,852.98"
Cliente0079,Contrato2176,Crédito Cartões,"6,565.80"
Cliente0080,Contrato1911,Outro Crédito,"2,768.33"
Cliente0081,Contrato2080,Crédito Habitação,693.54
Cliente0082,Contrato1502,Outro Crédito,6.03
Cliente0083,Contrato2013,Crédito Individual,"14,844.68"
Cliente0084,Contrato0957,Outro Crédito,37.04
Cliente0084,Contrato2579,Crédito Cartões,402.93
Cliente0085,Contrato2188,Crédito Cartões,"1,821.02"
Cliente0086,Contrato0386,Outro Crédito,108.24
Cliente0087,Contrato2725,Crédito Individual,"20,670.47"
Cliente0088,Contrato0951,Outro Crédito,29.37
Cliente0089,Contrato1124,Outro Crédito,115.60
Cliente0090,Contrato1478,Outro Crédito,"1,899.87"
Cliente0090,Contrato2026,Crédito Habitação,"26,057.36"
Cliente0090,Contrato2782,Crédito Individual,"32,389.90"
Cliente0090,Contrato2969,Crédito Individual,"3,445.12"
Cliente0090,Contrato2993,Crédito Individual,"55,377.61"
Cliente0091,Contrato1443,Outro Crédito,653.76
Cliente0091,Contrato2751,Crédito Habitação,"62,912.68"
Cliente0091,Contrato3239,Crédito Individual,"7,047.08"
Cliente0092,Contrato1419,Outro Crédito,36.01
Cliente0092,Contrato2184,Crédito Cartões,"1,883.64"
Cliente0092,Contrato2430,Crédito Cartões,"2,285.88"
Cliente0093,Contrato2215,Crédito Cartões,"2,994.15"
Cliente0094,Contrato2027,Crédito Individual,"7,832.51"
Cliente0095,Contrato2291,Crédito Cartões,"3,665.68"
Cliente0096,Contrato1420,Outro Crédito,"1,315.53"
Cliente0097,Contrato1429,Outro Crédito,"9,022.86"
Cliente0098,Contrato1777,Outro Crédito,"6,306.99"
Cliente0099,Contrato3157,Crédito Individual,"4,778.89"
Cliente0099,Contrato3176,Crédito Individual,"12,809.50"
Cliente0100,Contrato2532,Crédito Cartões,941.48
Cliente0101,Contrato0363,Outro Crédito,"2,228.18"
Cliente0102,Contrato0941,Outro Crédito,"1,433.46"
Cliente0102,Contrato2565,Crédito Cartões,613.93
Cliente0102,Contrato3121,Crédito Individual,"14,918.35"
Cliente0102,Contrato3124,Crédito Individual,"1,436.01"
Cliente0103,Contrato1486,Outro Crédito,39.53
Cliente0103,Contrato2006,Crédito Habitação,"15,937.92"
Cliente0103,Contrato2007,Crédito Habitação,"45,071.52"
Cliente0103,Contrato2107,Crédito Habitação,"47,855.14"
Cliente0103,Contrato3107,Outro Crédito,"45,747.71"
Cliente0104,Contrato1254,Outro Crédito,563.14
Cliente0104,Contrato1255,Outro Crédito,"7,099.86"
Cliente0105,Contrato0253,Outro Crédito,"7,095.13"
Cliente0105,Contrato1971,Crédito Individual,"8,978.27"
Cliente0106,Contrato0349,Outro Crédito,4.67
Cliente0106,Contrato2687,Crédito Individual,"3,831.42"
Cliente0107,Contrato0920,Outro Crédito,99.17
Cliente0108,Contrato0452,Outro Crédito,815.56
Cliente0109,Contrato1449,Outro Crédito,490.81
Cliente0109,Contrato3195,Outro Crédito,"39,425.20"
Cliente0110,Contrato0138,Outro Crédito,18.44
Cliente0111,Contrato1546,Crédito Habitação,"26,035.85"
Cliente0112,Contrato2149,Outro Crédito,"4,285.70"
Cliente0113,Contrato1054,Outro Crédito,31.28
Cliente0114,Contrato1488,Outro Crédito,67.42
Cliente0115,Contrato2530,Crédito Cartões,"1,514.74"
Cliente0116,Contrato0747,Outro Crédito,"5,019.97"
Cliente0116,Contrato2987,Crédito Habitação,"71,197.16"
Cliente0117,Contrato1549,Crédito Individual,"5,557.13"
Cliente0117,Contrato2189,Crédito Cartões,743.19
Cliente0118,Contrato2564,Crédito Cartões,26.12
Cliente0119,Contrato0792,Outro Crédito,"2,521.13"
Cliente0119,Contrato2468,Crédito Cartões,679.35
Cliente0119,Contrato3035,Crédito Individual,"9,346.07"
Cliente0120,Contrato0725,Outro Crédito,2.59
Cliente0121,Contrato3153,Crédito Individual,"1,573.44"
Cliente0122,Contrato0118,Outro Crédito,192.04
Cliente0122,Contrato1580,Outro Crédito,368.77
Cliente0123,Contrato1981,Crédito Individual,"5,238.93"
Cliente0124,Contrato1433,Outro Crédito,19.05
Cliente0124,Contrato2701,Crédito Individual,"14,774.28"
Cliente0125,Contrato1535,Crédito Individual,"6,937.67"
Cliente0126,Contrato2996,Crédito Individual,"3,190.11"
Cliente0127,Contrato0237,Outro Crédito,"1,811.11"
Cliente0127,Contrato2284,Crédito Cartões,"1,307.01"
Cliente0128,Contrato1508,Outro Crédito,96.58
Cliente0128,Contrato2219,Crédito Cartões,"2,193.79"
Cliente0128,Contrato2885,Crédito Habitação,"166,802.55"
Cliente0128,Contrato2886,Crédito Habitação,"78,072.22"
Cliente0128,Contrato3034,Crédito Individual,"31,792.19"
Cliente0129,Contrato0764,Outro Crédito,"2,216.72"
Cliente0129,Contrato2410,Crédito Cartões,608.82
Cliente0130,Contrato0828,Outro Crédito,10.62
Cliente0131,Contrato2202,Crédito Cartões,"2,740.35"
Cliente0132,Contrato3075,Crédito Individual,"2,569.03"
Cliente0133,Contrato0490,Outro Crédito,882.58
Cliente0134,Contrato2572,Crédito Cartões,2.71
Cliente0135,Contrato1531,Crédito Individual,"4,978.10"
Cliente0136,Contrato2448,Crédito Cartões,"1,098.01"
Cliente0137,Contrato1751,Crédito Individual,471.78
Cliente0137,Contrato1765,Crédito Individual,"8,139.77"
Cliente0138,Contrato0857,Outro Crédito,54.08
Cliente0138,Contrato2479,Crédito Cartões,918.10
Cliente0139,Contrato0477,Outro Crédito,"1,226.74"
Cliente0139,Contrato0611,Outro Crédito,"3,187.43"
Cliente0139,Contrato2097,Crédito Habitação,"133,053.08"
Cliente0139,Contrato2113,Outro Crédito,"13,296.53"
Cliente0139,Contrato2333,Crédito Cartões,"10,011.45"
Cliente0139,Contrato2336,Crédito Cartões,"1,296.61"
Cliente0140,Contrato0372,Outro Crédito,"3,521.07"
Cliente0140,Contrato2267,Crédito Cartões,"1,219.09"
Cliente0141,Contrato1492,Outro Crédito,"2,159.83"
Cliente0142,Contrato3268,Crédito Individual,"6,859.01"
Cliente0143,Contrato1436,Outro Crédito,52.94
Cliente0143,Contrato2699,Crédito Individual,"8,005.60"
Cliente0144,Contrato2500,Crédito Cartões,358.05
Cliente0145,Contrato1407,Outro Crédito,"35,210.54"
Cliente0145,Contrato1528,Outro Crédito,"60,000.00"
Cliente0145,Contrato1865,Outro Crédito,"199,463.98"
Cliente0146,Contrato3220,Outro Crédito,"90,306.48"
Cliente0147,Contrato2728,Outro Crédito,"157,355.90"
Cliente0148,Contrato1859,Outro Crédito,"13,007.20"
Cliente0148,Contrato1949,Outro Crédito,"1,584,880.93"
Cliente0149,Contrato1601,Outro Crédito,"49,851.59"
Cliente0149,Contrato1845,Outro Crédito,729.29
Cliente0149,Contrato1846,Outro Crédito,"1,031.27"
Cliente0149,Contrato1847,Outro Crédito,"1,031.27"
Cliente0149,Contrato1856,Outro Crédito,"189,622.24"
Cliente0149,Contrato1970,Outro Crédito,121.75
Cliente0150,Contrato3228,Outro Crédito,"38,467.40"
Cliente0151,Contrato1852,Outro Crédito,"543,662.48"
Cliente0152,Contrato3221,Outro Crédito,"556,314.72"
Cliente0152,Contrato3222,Outro Crédito,"186,281.51"
Cliente0153,Contrato1409,Outro Crédito,"84,087.30"
Cliente0153,Contrato2781,Outro Crédito,"509,276.19"
Cliente0154,Contrato3184,Outro Crédito,"47,061.54"
Cliente0155,Contrato0059,Outro Crédito,100.00
Cliente0155,Contrato1866,Outro Crédito,"1,863,758.01"
Cliente0156,Contrato1406,Outro Crédito,"6,432.83"
Cliente0156,Contrato2170,Outro Crédito,"8,502.31"
Cliente0156,Contrato3211,Outro Crédito,"178,066.96"
Cliente0157,Contrato1410,Outro Crédito,"26,494.11"
Cliente0158,Contrato0086,Outro Crédito,352.37
Cliente0158,Contrato3123,Outro Crédito,"7,151.01"
Cliente0158,Contrato3175,Outro Crédito,"88,699.16"
Cliente0159,Contrato1720,Outro Crédito,866.84
Cliente0159,Contrato1721,Outro Crédito,633.47
Cliente0160,Contrato1629,Outro Crédito,"5,686.30"
Cliente0160,Contrato1699,Outro Crédito,"36,268.52"
Cliente0161,Contrato1414,Outro Crédito,728.50
Cliente0161,Contrato1415,Outro Crédito,"75,200.04"
Cliente0161,Contrato2152,Outro Crédito,"5,302.83"
Cliente0162,Contrato1586,Outro Crédito,"3,691.10"
Cliente0162,Contrato1594,Outro Crédito,"1,642.42"
Cliente0162,Contrato1595,Outro Crédito,948.05
Cliente0162,Contrato1595,Outro Crédito,948.05
Cliente0162,Contrato1595,Outro Crédito,948.05
Cliente0162,Contrato1596,Outro Crédito,948.05
Cliente0162,Contrato1596,Outro Crédito,948.05
Cliente0162,Contrato1604,Outro Crédito,948.05
Cliente0162,Contrato1604,Outro Crédito,948.05
Cliente0162,Contrato1604,Outro Crédito,948.05
Cliente0162,Contrato1608,Outro Crédito,948.05
Cliente0162,Contrato1610,Outro Crédito,948.05
Cliente0163,Contrato1612,Outro Crédito,149.64
Cliente0163,Contrato1613,Outro Crédito,"1,821.04"
Cliente0163,Contrato1614,Outro Crédito,"4,863.28"
Cliente0163,Contrato1615,Outro Crédito,"1,870.49"
Cliente0163,Contrato1619,Outro Crédito,174.70
Cliente0163,Contrato1621,Outro Crédito,"1,821.04"
Cliente0163,Contrato1622,Outro Crédito,"1,821.04"
Cliente0163,Contrato1623,Outro Crédito,"1,821.04"
Cliente0163,Contrato1625,Outro Crédito,"3,990.38"
Cliente0163,Contrato1626,Outro Crédito,"1,821.04"
Cliente0163,Contrato1628,Outro Crédito,"1,821.04"
Cliente0163,Contrato1630,Outro Crédito,174.70
Cliente0163,Contrato1631,Outro Crédito,"1,821.04"
Cliente0163,Contrato1632,Outro Crédito,174.70
Cliente0163,Contrato1633,Outro Crédito,"1,821.04"
Cliente0163,Contrato1635,Outro Crédito,"1,995.19"
Cliente0163,Contrato1636,Outro Crédito,149.64
Cliente0163,Contrato1637,Outro Crédito,"1,870.49"
Cliente0163,Contrato1638,Outro Crédito,149.64
Cliente0163,Contrato1639,Outro Crédito,174.70
Cliente0163,Contrato1640,Outro Crédito,"19,054.08"
Cliente0163,Contrato1641,Outro Crédito,"1,821.04"
Cliente0163,Contrato1642,Outro Crédito,149.64
Cliente0163,Contrato1643,Outro Crédito,149.64
Cliente0163,Contrato1644,Outro Crédito,"1,821.04"
Cliente0163,Contrato1678,Outro Crédito,174.70
Cliente0163,Contrato1686,Outro Crédito,174.70
Cliente0163,Contrato1687,Outro Crédito,"1,821.04"
Cliente0163,Contrato1789,Outro Crédito,"516,530.12"
Cliente0163,Contrato1909,Outro Crédito,"81,238.29"
Cliente0164,Contrato1749,Outro Crédito,"16,460.33"
Cliente0165,Contrato1647,Outro Crédito,"4,278.05"
Cliente0166,Contrato0134,Outro Crédito,91.86
Cliente0166,Contrato1869,Outro Crédito,"8,728.96"
Cliente0167,Contrato1583,Outro Crédito,"4,239.78"
Cliente0167,Contrato1591,Outro Crédito,448.92
Cliente0167,Contrato1597,Outro Crédito,448.92
Cliente0167,Contrato1603,Outro Crédito,"7,481.97"
Cliente0167,Contrato1605,Outro Crédito,448.92
Cliente0167,Contrato1605,Outro Crédito,448.92
Cliente0167,Contrato1606,Outro Crédito,76.28
Cliente0167,Contrato1607,Outro Crédito,448.92
Cliente0167,Contrato1609,Outro Crédito,448.92
Cliente0168,Contrato1483,Outro Crédito,"7,951.82"
Cliente0168,Contrato1484,Outro Crédito,"195,345.26"
Cliente0168,Contrato2158,Outro Crédito,"74,344.00"
Cliente0168,Contrato2159,Outro Crédito,"26,672.00"
Cliente0168,Contrato2826,Outro Crédito,"60,231.41"
Cliente0169,Contrato1412,Outro Crédito,"1,085.45"
Cliente0169,Contrato1413,Outro Crédito,"41,213.23"
Cliente0169,Contrato2061,Outro Crédito,"61,482.47"
Cliente0169,Contrato2092,Outro Crédito,"8,500.00"
Cliente0170,Contrato2035,Outro Crédito,"369,588.05"
Cliente0171,Contrato3060,Outro Crédito,"146,762.89"
Cliente0172,Contrato1475,Outro Crédito,"51,696.98"
Cliente0173,Contrato1571,Outro Crédito,"2,455.69"
Cliente0173,Contrato1722,Outro Crédito,41.85
Cliente0173,Contrato1722,Outro Crédito,41.85
Cliente0173,Contrato1722,Outro Crédito,41.85
Cliente0173,Contrato1723,Outro Crédito,199.52
Cliente0173,Contrato1724,Outro Crédito,502.87
Cliente0173,Contrato1724,Outro Crédito,"1,508.60"
Cliente0173,Contrato1724,Outro Crédito,"4,777.24"
Cliente0173,Contrato1724,Outro Crédito,574.28
Cliente0173,Contrato1725,Outro Crédito,895.34
Cliente0173,Contrato1726,Outro Crédito,374.10
Cliente0173,Contrato1727,Outro Crédito,798.08
Cliente0173,Contrato1728,Outro Crédito,224.46
Cliente0173,Contrato1729,Outro Crédito,809.82
Cliente0173,Contrato1729,Outro Crédito,911.04
Cliente0173,Contrato1730,Outro Crédito,249.40
Cliente0173,Contrato1731,Outro Crédito,448.92
Cliente0173,Contrato1732,Outro Crédito,698.32
Cliente0173,Contrato1732,Outro Crédito,"1,421.57"
Cliente0173,Contrato1733,Outro Crédito,"4,172.44"
Cliente0174,Contrato0087,Outro Crédito,"49,879.70"
Cliente0174,Contrato1787,Outro Crédito,"1,113,960.00"
Cliente0174,Contrato1890,Outro Crédito,"18,250.11"
Cliente0175,Contrato0091,Outro Crédito,87.91
Cliente0175,Contrato1618,Outro Crédito,"28,173.01"
Cliente0175,Contrato1768,Outro Crédito,229.95
Cliente0176,Contrato2693,Outro Crédito,"104,245.28"
Cliente0177,Contrato1490,Outro Crédito,"4,949.46"
Cliente0178,Contrato1424,Outro Crédito,"2,018.32"
Cliente0178,Contrato1425,Outro Crédito,"189,734.05"
Cliente0178,Contrato2161,Outro Crédito,"12,022.78"
Cliente0178,Contrato2163,Outro Crédito,"10,642.11"
Cliente0179,Contrato1504,Outro Crédito,147.32
Cliente0179,Contrato1505,Outro Crédito,"122,470.58"
Cliente0180,Contrato1450,Outro Crédito,246.92
Cliente0180,Contrato3136,Outro Crédito,"1,732.69"
Cliente0180,Contrato3201,Outro Crédito,"3,664.75"
Cliente0180,Contrato3237,Outro Crédito,"6,873.64"
Cliente0181,Contrato1422,Outro Crédito,241.75
Cliente0181,Contrato3010,Outro Crédito,"9,380.19"
Cliente0182,Contrato0171,Outro Crédito,83.93
Cliente0183,Contrato1646,Outro Crédito,"52,673.06"
Cliente0183,Contrato1690,Outro Crédito,"1,097.36"
Cliente0183,Contrato1690,Outro Crédito,"1,945.31"
Cliente0183,Contrato1691,Outro Crédito,"2,693.51"
Cliente0184,Contrato3186,Outro Crédito,"59,275.94"
Cliente0185,Contrato1624,Outro Crédito,"1,945.31"
Cliente0186,Contrato1582,Outro Crédito,"17,457.93"
Cliente0186,Contrato1593,Outro Crédito,"1,241.08"
Cliente0187,Contrato1881,Outro Crédito,"28,052.43"
Cliente0188,Contrato1611,Outro Crédito,"24,234.48"
Cliente0188,Contrato1883,Outro Crédito,"27,387.55"
Cliente0189,Contrato1620,Outro Crédito,"5,387.02"
Cliente0190,Contrato0197,Outro Crédito,476.46
Cliente0190,Contrato2167,Outro Crédito,"2,327.25"
Cliente0190,Contrato2167,Outro Crédito,"2,296.64"
Cliente0190,Contrato2167,Outro Crédito,"2,959.70"
Cliente0190,Contrato2167,Outro Crédito,"2,928.12"
Cliente0190,Contrato2167,Outro Crédito,"2,900.38"
Cliente0190,Contrato2167,Outro Crédito,"2,871.67"
Cliente0190,Contrato3130,Outro Crédito,"16,150.26"
Cliente0191,Contrato3251,Outro Crédito,"1,090,091.41"
Cliente0192,Contrato1747,Outro Crédito,"13,388.24"
Cliente0193,Contrato1714,Outro Crédito,"8,623.64"
Cliente0194,Contrato1600,Outro Crédito,"34,886.32"
Cliente0195,Contrato1718,Outro Crédito,"1,002.52"
Cliente0196,Contrato1590,Outro Crédito,24.54
Cliente0196,Contrato1748,Outro Crédito,"8,548.10"
Cliente0197,Contrato0268,Outro Crédito,67.39
Cliente0197,Contrato1807,Crédito Habitação,"60,859.01"
Cliente0198,Contrato1899,Outro Crédito,"22,879.62"
Cliente0199,Contrato1700,Outro Crédito,"32,539.25"
Cliente0200,Contrato2213,Crédito Cartões,638.62
Cliente0201,Contrato1515,Outro Crédito,109.04
Cliente0202,Contrato1713,Outro Crédito,"16,689.42"
Cliente0203,Contrato1416,Outro Crédito,445.00
Cliente0204,Contrato2221,Crédito Cartões,"5,339.42"
Cliente0205,Contrato1427,Outro Crédito,350.37
Cliente0205,Contrato1756,Outro Crédito,"5,958.87"
Cliente0205,Contrato1761,Crédito Habitação,"26,798.80"
Cliente0206,Contrato0194,Outro Crédito,"3,313.08"
Cliente0206,Contrato2102,Crédito Habitação,"15,201.78"
Cliente0207,Contrato0964,Outro Crédito,40.16
Cliente0208,Contrato1513,Outro Crédito,395.78
Cliente0208,Contrato1514,Outro Crédito,"100,170.69"
Cliente0209,Contrato1491,Outro Crédito,7.68
Cliente0209,Contrato2441,Crédito Cartões,879.14
Cliente0210,Contrato1493,Outro Crédito,44.32
Cliente0211,Contrato1439,Outro Crédito,3.86
Cliente0212,Contrato1898,Outro Crédito,"2,334.64"
